ID,Description,Source,Name,Form_ID,Comment,Doubt
3270,"cough, to cough",pmr1,*kopekope,protocentralmicronesian-coughtocough-1,see [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;pekopeko](FormTable#cldf:protocentralmicronesian-coughtocough-2).,false
3271,pubic hair,pmr1,*koro,protomicronesian-pubichair-1,_Cf._ [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;koca](FormTable#cldf:protocentralmicronesian-coconutfiber-1) ‘coconut fiber’.,false
3273,"go aground, run on a reef",pmr1,*koso,protocentralmicronesian-goagroundrunonareef-1,,false
3272,to husk coconuts,pmr1,"*koso, koso-mi",protomicronesian-tohuskcoconuts-1,,false
3274,"cut, break",pmr1,*kota,protomicronesian-cutbreak-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;koco₁](FormTable#cldf:protomicronesian-tocut-1) to cut.,false
3275,"bivalve shell, shell knife or grater",pmr1,*koyi,protomicronesian-bivalveshellshellknifeorgrater-1,[Marshallese](LanguageTable#cldf:marshallese) rounded _kʷ_ expected.,false
3276,bite,pmr1,"*ku, kuku, ku-ti, kuku-ti",protomicronesian-bite-2,,false
3277,porpoise,pmr1,*kua,protocentralmicronesian-porpoise-1,,false
3278,"fingernail, toenail, claw",pmr1,*kuku,protomicronesian-fingernailtoenailclaw-1,[Marshallese](LanguageTable#cldf:marshallese) rounded _kʷ_s expected.,false
3279,"skin, bark",pmr1,*kuli,protomicronesian-skinbark-1,See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;mʷa-kilikili_ ‘tickling or pleasant feeling.,false
3280,kind of bird,pmr1,*kulu,protomicronesian-kindofbird-1,"Note [Pohnpeian](LanguageTable#cldf:pohnpeian) form has unexpected expression of final vowel. _Cf._ [Proto-Pohnpeic-Chuukic](LanguageTable?is_proto#cldf:protopohnpeicchuukic) (?) _&ast;koyikoyi_ ‘piping or whistling sound, piping bird’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;kul[iu]ŋa_ ‘plover’.",false
3281,grab,pmr1,*kulu,protowesternmicronesian-grab-1,,false
3282,have liquid in the mouth,pmr1,*kumʷu,protomicronesian-haveliquidinthemouth-1,We cannot account for the _m_ of [Chuukese](LanguageTable#cldf:chuukese) instead of expected _mʷ_.,false
3283,a thudding noise,pmr1,*kumʷukumʷu,protomicronesian-athuddingnoise-1,,false
3284,extinguished,pmr1,*kunu,protomicronesian-extinguished-1,,false
3285,"be bent, to bend (something)",pmr1,"*kupʷe, kupʷe-li",protomicronesian-bebenttobendsomething-1,"_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;cipʷa₁](FormTable#cldf:protomicronesian-curvebendinward-1) ‘curve, bend inward’.",false
3286,"pulled back, pull back (of foreskin or eyelid)",pmr1,"*kura, kura-ti, kura-ta",protowesternmicronesian-pulledbackpullbackofforeskinoreyelid-1,,false
3287,to tickle,pmr1,*kurakura,protomicronesian-totickle-1,,true
3288,to belch,pmr1,*kurer[ae],protomicronesian-tobelch-1,,false
3289,louse,pmr1,*kutu,protomicronesian-louse-1,,false
3290,any of several kinds of fish,pmr1,*kuu,protocentralmicronesian-anyofseveralkindsoffish-1,,false
3291,octopus,pmr1,*kuyita,protomicronesian-octopus-1,Note [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;t_ > [Gilbertese](LanguageTable#cldf:gilbertese) _k_ {_kV(V)__}. Note [Marshallese](LanguageTable#cldf:marshallese) _t_ for expected _j_.,false
3292,star(s) in Pegasus,pmr1,*laka,protowesternmicronesian-starsinpegasus-1,_Cf._ also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;lake_ ‘bracelet’.,false
3293,appearance,pmr1,*lakalaka,protomicronesian-appearance-1,"_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _laa lako,_ ‘go, proceed, (as directional) away’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;nna_ ‘appear’.",false
3294,"go, proceed, (as directional) away",pmr1,"*lako, laa",protomicronesian-goproceedasdirectionalaway-1,,false
3295,deep,pmr1,*lalo₁,protomicronesian-deep-1,[Marshallese](LanguageTable#cldf:marshallese) initial _ḷ_ expected. See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;lalo₂](FormTable#cldf:protomicronesian-inside-1) ‘inside’.,false
3296,inside,pmr1,*lalo₂,protomicronesian-inside-1,See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;lalo₁](FormTable#cldf:protomicronesian-deep-1) deep.,false
3297,disgusted,pmr1,*laloua,protomicronesian-disgusted-1,,false
3300,"shape, appearance",pmr1,*lama-,protomicronesian-shapeappearance-1,"_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;ñama_ ‘in control, responsible’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;lama₁](FormTable#cldf:protomicronesian-thoughtbeinmind-1) ‘thought, be in mind.",false
3298,"thought, be in mind",pmr1,*lama₁,protomicronesian-thoughtbeinmind-1,"_Cf._ also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;ñama_ ‘in control, responsible’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;lama-](FormTable#cldf:protomicronesian-shapeappearance-1) ‘shape, appearance’.",false
3299,"lagoon, lake",pmr1,*lama₂,protomicronesian-lagoonlake-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;namʷo](FormTable#cldf:protomicronesian-lagoonharbor-1) ‘lagoon, harbor’.",false
3301,"sky, heaven, storm",pmr1,*laŋi,protomicronesian-skyheavenstorm-1,"See also [Marck (1994:308)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;laŋi_. In some languages (e.g., [Saipan Carolinian](LanguageTable#cldf:saipancarolinian), [Pohnpeian](LanguageTable#cldf:pohnpeian), and [Marshallese](LanguageTable#cldf:marshallese)), ‘bad weather’ meanings are to be found primarily in derived forms. Note that [Marshallese](LanguageTable#cldf:marshallese) _ḷaŋi-(n)_ has contrastive heavy _ḷ_ where light _l_ would be expected, with _i_ in next syllable, whereas heavy _ḷ_ is to be expected in the _ḷaŋe-(n)_ of a popular saying. Why the second vowel of this latter form is lowered in not understood, but it provides an explanation for the heavy _ḷ_s in the [Marshallese](LanguageTable#cldf:marshallese) ‘bad weather’ forms.",false
3302,fly (insect),pmr1,*laŋo₁,protomicronesian-flyinsect-1,,false
3303,prop,pmr1,*laŋo₂,protomicronesian-prop-1,,false
3304,"skipjack, Carangid fish",pmr1,*laŋua,protomicronesian-skipjackcarangidfish-1,Loss of second vowel in [Puluwatese](LanguageTable#cldf:puluwatese) and [Kosraean](LanguageTable#cldf:kosraean) forms is a problem. [Marshallese](LanguageTable#cldf:marshallese) rounded _ŋʷ_ expected.,false
3305,"big, main",pmr1,*lapa,protomicronesian-bigmain-1,See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;lúkú-lapa_ ‘ocean side (of an island or reef)’ (lit. ‘great outside’).,false
3306,red clay,pmr1,*lape,protomicronesian-redclay-1,See also [Marck (1994:316)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;lape_.,true
3307,moray eel,pmr1,*lapʷ[ou]so,protocentralmicronesian-morayeel-1,,false
3308,"coconut shell, skull",pmr1,*laSa,protomicronesian-coconutshellskull-1,,true
3309,"pool, have liquid",pmr1,*lau,protomicronesian-poolhaveliquid-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;tokolau](FormTable#cldf:protomicronesian-northerlyfromthenorth-1)‘northerly, from the north’. See [Marck (1994:313)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;lau_.",false
3311,cool,pmr1,*l[ao]u,protomicronesian-cool-1,The [Mokilese](LanguageTable#cldf:mokilese) form could be a loan from [Marshallese](LanguageTable#cldf:marshallese).,true
3310,tomorrow,pmr1,*l[au]tuu,protomicronesian-tomorrow-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;ñañoa](FormTable#cldf:protomicronesian-yesterday-1) ‘yesterday’. See also [Marck (1994:312)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;l[au]tua_.,false
3312,hibiscus,pmr1,*lawa,protomicronesian-hibiscus-2,,false
3313,kind of coral,pmr1,*laxa,protocentralmicronesian-kindofcoral-2,,false
3314,a sail,pmr1,*laya,protomicronesian-asail-1,see [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _laya or lea_.,true
3315,kind of coral,pmr1,*laZe,protomicronesian-kindofcoral-1,"_Cf._ [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;ale](FormTable#cldf:protocentralmicronesian-kindofcoral-1) ‘kind of coral’, [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;laxa](FormTable#cldf:protocentralmicronesian-kindofcoral-2) ‘kind of coral’. See also [Marck (1994:313)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;laje_.",true
3316,polite term of address,pmr1,"*le, lee",protomicronesian-politetermofaddress-1,,false
3317,a sail,pmr1,*lea or *laya,protomicronesian-asail-2,"Note that [Gilbertese](LanguageTable#cldf:gilbertese) (_te)-raa_ ‘one width of a mat sail’ is an apparent loan from [Samoan](LanguageTable#cldf:samoan) _laa_. See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;⎣sS⎦aku-laara](FormTable#cldf:protomicronesian-swordfishmarlin-1) ‘swordfish, marlin’.",true
3318,"at, in (with a noun base)",pmr1,"*lee-, law-",protowesternmicronesian-atinwithanounbase-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;ni⎣ae⎦](FormTable#cldf:protomicronesian-place-1)‘place’. [Kosraean](LanguageTable#cldf:kosraean) _in-_ has much the same distribution: place names, topographic features, body parts (but also forms personal names, as does _ni-_).",true
3319,perfect,pmr1,*lele,protocentralmicronesian-perfect-1,"[Gilbertese](LanguageTable#cldf:gilbertese) _rerei_ ‘good, excellent’ is a loan from [Samoan](LanguageTable#cldf:samoan) _lelei_ ‘be good’.",false
3320,a fish,pmr1,*leleki,protowesternmicronesian-afish-1,,false
3321,"true, real",pmr1,*lelesa,protocentralmicronesian-truereal-1,_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;nne-_ or _&ast;lle-_ ‘look’.,false
3322,ant,pmr1,*l[eo]ŋu,protocentralmicronesian-ant-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _liŋoliŋo (?)_ ‘cricket’.,false
3323,tongue,pmr1,*lewe,protomicronesian-tongue-1,,false
3324,"agentive prefix indicating “one who (does, is given to doing”) (like English suffix -er)",pmr1,*li-,protocentralmicronesian-agentiveprefixindicatingonewhodoesisgiventodoinglikeenglishsuffixer-1,,false
3325,female person,pmr1,*lia-,protowesternmicronesian-femaleperson-1,,false
3326,feel a loss,pmr1,*lici,protomicronesian-feelaloss-1,,true
3327,"to strain, sift",pmr1,"*liki, likiliki, liki-Si",protomicronesian-tostrainsift-1,"This could be the same root as [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _liki-Si liki-Sa, liki,_ ‘discarded, discard’.",false
3328,"discarded, discard",pmr1,"*liki, liki-Sa, liki-Si",protomicronesian-discardeddiscard-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _liki-Si likiliki, liki,_ ‘to strain, sift’.",false
3329,"haul, pull, tow, troll",pmr1,*liko,protocentralmicronesian-haulpulltowtroll-1,,false
3330,outside,pmr1,*liku,protomicronesian-outside-1,"See also [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) _fa-liku-ri- fa-liku,_ ‘turn away, ignore the presence of others’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;lúkú-lapa_ ‘ocean side (of an island or reef)’ (lit. ‘great outside’).",false
3331,"be ready, prepared",pmr1,*liku,protowesternmicronesian-bereadyprepared-1,"_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;l⎣iu⎦ku](FormTable#cldf:protomicronesian-trustbelievebeconfident-1) trust, believe, be confident.",false
3332,"somewhat, slightly",pmr1,*l[iu]ku-,protomicronesian-somewhatslightly-1,,false
3333,"trust, believe, be confident",pmr1,*l[iu]ku,protomicronesian-trustbelievebeconfident-1,"_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;nekú, nekúnekú_, [Proto-Western Micronesian](LanguageTable?is_proto#cldf:protowesternmicronesian) [&ast;liku](FormTable#cldf:protowesternmicronesian-bereadyprepared-1) ‘be ready, prepared’.",false
3335,bailer,pmr1,*[ln]ima,protomicronesian-bailer-1,[Yapese](LanguageTable#cldf:yapese) _niim_ ‘bailer’ is an apparent loan from a Chuukic source.,false
3334,"five, five (general), five (animate), fifty",pmr1,"*lima, lima-ua, lim-manu, lima-ŋawulu",protomicronesian-fivefivegeneralfiveanimatefifty-1,See [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;-ua](FormTable#cldf:protomicronesian-generalclassifierincountingsuffixedtonumerals-1) general classifier in counting (suffixed to numerals).,false
3336,"seaweed, moss, algae, scum",pmr1,"*limʷu, lumʷu",protomicronesian-seaweedmossalgaescum-1,,false
3337,shade,pmr1,*l[iu]nuru,protomicronesian-shade-1,"The _&ast;nn_ in [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic), _ll_ in [Marshallese](LanguageTable#cldf:marshallese), _l_ in [Kosraean](LanguageTable#cldf:kosraean), and _r_ in [Pohnpeian](LanguageTable#cldf:pohnpeian) and [Mokilese](LanguageTable#cldf:mokilese) suggest that [Uraustronesisch](LanguageTable?is_proto#cldf:uraustronesisch) _&ast;l_, _&ast;n_, and _&ast;r_ followed different patterns of assimilation in the several Micronesian languages. _Cf._ [Marck (1994:325)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;luru_.",false
3338,tiny louse,pmr1,*li-ŋaŋari,protowesternmicronesian-tinylouse-1,"_Cf._ [Proto-Western Micronesian](LanguageTable?is_proto#cldf:protowesternmicronesian) [&ast;ŋani](FormTable#cldf:protowesternmicronesian-totoward-1) ‘to, toward’.",false
3339,cricket,pmr1,*liŋoliŋo,protomicronesian-cricket-1,The _n_ in the [Gilbertese](LanguageTable#cldf:gilbertese) form indicates it is not a loan from a Polynesian source. _Cf._ [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;l⎣eo⎦ŋu](FormTable#cldf:protocentralmicronesian-ant-1) ant.,true
3340,"ditch, hole (in ground)",pmr1,*lipʷa,protomicronesian-ditchholeinground-1,See also [Marck (1994:324)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;lip’a_.,false
3341,"inward, inland, ashore",pmr1,*loŋ[ao],protomicronesian-inwardinlandashore-1,,false
3342,"to see, behold",pmr1,"*loo, loo-Si",protomicronesian-toseebehold-1,_Cf._ also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;nne-_ or _&ast;lle-_ ‘look’.,false
3343,seat in a canoe,pmr1,"*loo[wØ]a, lo[wØ]a-",protomicronesian-seatinacanoe-1,,true
3344,masthead,pmr1,*lo[sS]o-,protomicronesian-masthead-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;⎣sS⎦olo](FormTable#cldf:protomicronesian-fadefromview-1) ‘fade from view’. See also [Marck (1994:321)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;lozo_.,false
3345,cross-sibling,pmr1,*lowu-,protomicronesian-crosssibling-1,,true
3346,be whole,pmr1,*lua,protocentralmicronesian-bewhole-1,,false
3347,"fold, wrap",pmr1,*lukuma,protocentralmicronesian-foldwrap-1,"(These [Kosraean](LanguageTable#cldf:kosraean) and [Marshallese](LanguageTable#cldf:marshallese) forms probably stand in a borrowing relationship, possibly with [Gilbertese](LanguageTable#cldf:gilbertese)). _Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;Lukuma_ ‘bundle’ posited by [Goodenough (1995:76)](Source#cldf:goodenough1995) and [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _suku-mi suku-ma, sukusuku,_ ‘be wrapped, a package, to wrap (something)’.",false
3348,"be furled (of a sail), rolled or folded up",pmr1,*lulu,protomicronesian-befurledofasailrolledorfoldedup-1,"_Cf._ also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;lumi](FormTable#cldf:protomicronesian-tofold-1) ‘to fold’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;llima_ ‘lower rim of a sail’.",false
3349,to fold,pmr1,*lumi,protomicronesian-tofold-1,"_Cf._ also [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;lukuma](FormTable#cldf:protocentralmicronesian-foldwrap-1) ‘fold, wrap’:, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;llima_ ‘lower rim of a sail’.",false
3350,"tie up, wrap",pmr1,*[ln]usi-,protocentralmicronesian-tieupwrap-1,,true
3351,to jump,pmr1,*luTu,protomicronesian-tojump-1,,false
3352,"center, middle",pmr1,*luuka,protocentralmicronesian-centermiddle-1,Short first syllable of [Marshallese](LanguageTable#cldf:marshallese) needs explanation.,false
3353,"remainder, remnant",pmr1,*luuwa,protomicronesian-remainderremnant-1,"See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) ? _&ast;luTTu_ ‘remainder, leftovers’.",false
3354,"and, with",pmr1,*ma,protomicronesian-andwith-1,,false
3355,stative prefix indicating that what is described is an appearance or condition of being,pmr1,*ma-,protomicronesian-stativeprefixindicatingthatwhatisdescribedisanappearanceorconditionofbeing-1,,false
3356,ashamed,pmr1,"*maa, maa-ki",protomicronesian-ashamed-1,,false
3357,"adrift, drift",pmr1,*maanu,protomicronesian-adriftdrift-1,,false
3358,out of breath,pmr1,*maaru,protomicronesian-outofbreath-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;marewu](FormTable#cldf:protomicronesian-thirsty-1) ‘thirsty’.,false
3359,low sound,pmr1,*[mmʷ]a-asaasa,protocentralmicronesian-lowsound-1,,false
3360,to sit,pmr1,"*maaso, masoso",protomicronesian-tosit-1,Problems here.,false
3361,cleared space,pmr1,"*maata, maataata",protomicronesian-clearedspace-1,_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;maada_ ‘a garden’. See also [Marck (1994:321)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;maata_ and _&ast;maataata_.,false
3362,treeless place,pmr1,*maaTiaTi,protomicronesian-treelessplace-1,,false
3363,a fish,pmr1,*maawa,protomicronesian-afish-4,,false
3364,"war, fighting",pmr1,*maawunu,protomicronesian-warfighting-1,[Marshallese](LanguageTable#cldf:marshallese) shortening unexplained.,false
3365,"very ripe, rotten",pmr1,"*maca, mamaca",protomicronesian-veryriperotten-1,See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;mara](FormTable#cldf:protomicronesian-preservedbreadfruit-1) ‘preserved breadfruit’.,false
3366,slimy,pmr1,*ma-cai,protomicronesian-slimy-1,"See also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;ma-calú_ ‘slimy, slippery’. _Cf._ [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;mʷacaya](FormTable#cldf:protocentralmicronesian-physicaldeformity-1) ‘physical deformity’.",false
3367,soft,pmr1,*ma-caucau,protomicronesian-soft-1,_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;caúcaú_ ‘to massage (after a fall or bruise)’.,true
3368,be cold,pmr1,"*maci, macici",protomicronesian-becold-1,,false
3369,breadfruit,pmr1,*mai₁,protomicronesian-breadfruit-1,Note: [Kosraean](LanguageTable#cldf:kosraean) _mos_ does not appear to be cognate.,false
3370,from,pmr1,*mai₂,protomicronesian-from-1,,false
3371,from where?,pmr1,*maia,protocentralmicronesian-fromwhere-1,,false
3372,left handed,pmr1,*ma[iu]ŋi,protocentralmicronesian-lefthanded-1,,false
3373,worn with age,pmr1,*maki,protomicronesian-wornwithage-1,"Note the _h_ in [Puluwatese](LanguageTable#cldf:puluwatese) and _Ø_ in [Mokilese](LanguageTable#cldf:mokilese) and [Kosraean](LanguageTable#cldf:kosraean) where we would expect _k_. In the [Puluwatese](LanguageTable#cldf:puluwatese) case the _h_ suggests the word is a loan from [Chuukese](LanguageTable#cldf:chuukese). [Saipan Carolinian](LanguageTable#cldf:saipancarolinian) _ile-más_, _ili-mes_, _li-más_ and [Saipan Carolinian·T](LanguageTable#cldf:saipancaroliniant) _ine-mes_ ‘love medicine’ appear to be loans from [Chuukese](LanguageTable#cldf:chuukese).",false
3374,regurgitate,pmr1,*makua,protocentralmicronesian-regurgitate-1,,false
3375,area without vegetation,pmr1,*malala,protomicronesian-areawithoutvegetation-1,"_Cf._ also [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) _&ast;malle, malemale, (ka)-malemale-(a), male-di-_ ‘ground cleared of vegetation, swidden field’. And cf. [Marck (1994:322)](Source#cldf:marck1994) [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _&ast;mala_ and _&ast;malala_.",false
3376,forget,pmr1,"*maleku, maleleku, malekuleku",protomicronesian-forget-1,"The reflex _n_ instead of _l_ in the [Pohnpeian](LanguageTable#cldf:pohnpeian) forms is unexpected. The [Marshallese](LanguageTable#cldf:marshallese) form reflects _&ast;malakolako_; use of _-ló/-la_ directional with [Puluwatese](LanguageTable#cldf:puluwatese), [Pohnpeian](LanguageTable#cldf:pohnpeian), and [Mokilese](LanguageTable#cldf:mokilese) forms suggests that this is contamination of earlier _&ast;maleku-lako_ (see [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _laa lako,_ ‘go, proceed, [as directional] away’). See also [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) _maluoka maluoki,_ ‘forget’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;ma-lie](FormTable#cldf:protomicronesian-forget-2) ‘forget’.",false
3377,to drown,pmr1,*malemʷu,protomicronesian-todrown-1,"[Marshallese](LanguageTable#cldf:marshallese) substitutes _ŋʷ_ for expected _ṃʷ_, possibly in dissimilation from initial _m_ (an _ŋʷ/ṃʷ_ alternation is not uncommon);also, heavy _ḷ_ is unexpected.",false
3378,forget,pmr1,*ma-lie,protomicronesian-forget-2,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _malekuleku maleleku, maleku,_ ‘forget’, [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) _maluoka maluoki,_ ‘forget’.",false
3379,forget,pmr1,"*maluoki, maluoka",protocentralmicronesian-forget-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _malekuleku maleleku, maleku,_ ‘forget’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;ma-lie](FormTable#cldf:protomicronesian-forget-2) ‘forget’.",false
3380,"stand watch, stay awake",pmr1,*mamata,protomicronesian-standwatchstayawake-1,"See [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;mata](FormTable#cldf:protomicronesian-eyeface-1) ‘eye, face’.",false
3381,a large fish,pmr1,*mam[ei],protomicronesian-alargefish-1,_Cf._ [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;mami](FormTable#cldf:protomicronesian-sweet-1) ‘sweet’.,false
3382,sweet,pmr1,*mami,protomicronesian-sweet-1,,false
3383,"be efficacious, have spiritual power, efficacy, spiritual power",pmr1,"*mana, manamana",protomicronesian-beefficacioushavespiritualpowerefficacyspiritualpower-1,,false
3384,"life, alive",pmr1,*ma-[nñ]awa,protomicronesian-lifealive-1,,false
3385,"thin, flimsy",pmr1,"*ma-nifi, ma-nifinifi",protomicronesian-thinflimsy-1,,false
3386,"waterproof, not leaky",pmr1,*mano,protocentralmicronesian-waterproofnotleaky-1,,false
3387,living creature of land or air,pmr1,*manu,protomicronesian-livingcreatureoflandorair-1,"Note that [Puluwatese](LanguageTable#cldf:puluwatese) _malúk_ ‘chicken’; [Saipan Carolinian](LanguageTable#cldf:saipancarolinian) _malúgh_ ‘chicken’; [Woleaian](LanguageTable#cldf:woleaian) _malúge_ ‘chicken, hen’, and [Pohnpeian](LanguageTable#cldf:pohnpeian) _malεk_ ‘chicken’ are loans, more likely from [Palauan](LanguageTable#cldf:palauan) _malk_ than from [Chamorro](LanguageTable#cldf:chamorro) _mannok_.",false
3388,a bright star,pmr1,*manu,protocentralmicronesian-abrightstar-1,See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) [&ast;manu](FormTable#cldf:protomicronesian-livingcreatureoflandorair-1) ‘living creature of land or air’.,false
3389,rough,pmr1,"*ma-ŋari, ma-ŋariŋari",protocentralmicronesian-rough-1,"_Cf._ [Proto-Western Micronesian](LanguageTable?is_proto#cldf:protowesternmicronesian) [&ast;ŋani](FormTable#cldf:protowesternmicronesian-totoward-1) ‘to, toward’, [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _ŋereŋere ŋere,_ ‘be chafed, rasping’.",false
3390,"have in mind, think, remember",pmr1,*maŋi,protomicronesian-haveinmindthinkremember-1,,false
3391,poison,pmr1,*maŋiŋi,protocentralmicronesian-poison-1,See also Loans: [Mokilese](LanguageTable#cldf:mokilese) _maŋiŋ_.,false
3392,"top of head, fontanel",pmr1,*maŋo,protomicronesian-topofheadfontanel-1,,false
3393,pandanus leaf,pmr1,*maŋu,protomicronesian-pandanusleaf-1,[Marshallese](LanguageTable#cldf:marshallese) length unexplained.,false
3394,a fish,pmr1,*maoko,protocentralmicronesian-afish-2,,false
3395,preserved breadfruit,pmr1,*mara,protomicronesian-preservedbreadfruit-1,"See also [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _mamaca maca,_ ‘very ripe, rotten’.",false
3396,light in weight,pmr1,*maraa,protomicronesian-lightinweight-1,The East Chuukic words for ‘sail’ appear to be a locally innovated causative construction (cf. [Proto-Central Micronesian](LanguageTable?is_proto#cldf:protocentralmicronesian) [&ast;yuwe](FormTable#cldf:protocentralmicronesian-asail-1) ‘a sail’).,false
3397,moon,pmr1,*ma-rama,protomicronesian-moon-1,"See [Proto-Micronesian](LanguageTable?is_proto#cldf:protomicronesian) _ma-rama rama,_ ‘bright, luminous’.",false
3398,"green, blue",pmr1,*ma-rawa,protomicronesian-greenblue-1,"_Cf._ [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) (?) _&ast;karawa, karawarawa_ ‘blue, green’, [Proto-Chuukic](LanguageTable?is_proto#cldf:protochuukic) &ast;_ma-arawa_ ‘be green (of fruit), unripe’.",false
